Retailer,Retailer ID,Date,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue,Expenses,Profit ,Profit Margin,
FizzySip,1128299,15/10/2022,West,Nevada,Dasani Water,$0.75 ,"3,750","$2,813 ",$534 ,"$2,278 ",0.81,
FizzySip,1128299,15/11/2022,West,Nevada,Coca-Cola,$0.60 ,"5,750","$3,450 ","$1,587 ","$1,863 ",0.54,
FizzySip,1128299,15/11/2022,West,Nevada,Diet Coke,$0.65 ,"5,750","$3,738 ",$486 ,"$3,252 ",0.87,
FizzySip,1128299,15/11/2022,West,Nevada,Sprite,$0.60 ,"4,250","$2,550 ",$536 ,"$2,015 ",0.79,
FizzySip,1128299,15/11/2022,West,Nevada,Fanta,$0.60 ,"4,000","$2,400 ",$984 ,"$1,416 ",0.59,
FizzySip,1128299,15/11/2022,West,Nevada,Powerade,$0.70 ,"3,500","$2,450 ",$441 ,"$2,009 ",0.82,
FizzySip,1128299,15/11/2022,West,Nevada,Dasani Water,$0.75 ,"4,750","$3,563 ",$285 ,"$3,278 ",0.92,
FizzySip,1128299,14/12/2022,West,Nevada,Coca-Cola,$0.60 ,"6,750","$4,050 ",$851 ,"$3,200 ",0.79,
FizzySip,1128299,14/12/2022,West,Nevada,Diet Coke,$0.65 ,"6,750","$4,388 ","$1,492 ","$2,896 ",0.66,
FizzySip,1128299,14/12/2022,West,Nevada,Sprite,$0.60 ,"4,750","$2,850 ",$342 ,"$2,508 ",0.88,
FizzySip,1128299,14/12/2022,West,Nevada,Fanta,$0.60 ,"4,750","$2,850 ",$371 ,"$2,480 ",0.87,
FizzySip,1128299,14/12/2022,West,Nevada,Powerade,$0.70 ,"4,000","$2,800 ",$476 ,"$2,324 ",0.83,
FizzySip,1128299,14/12/2022,West,Nevada,Dasani Water,$0.75 ,"5,000","$3,750 ",$788 ,"$2,963 ",0.79,
FizzySip,1128299,5/1/2022,West,Colorado,Coca-Cola,$0.30 ,"4,250","$1,275 ",$179 ,"$1,097 ",0.86,
FizzySip,1128299,5/1/2022,West,Colorado,Diet Coke,$0.40 ,"4,250","$1,700 ",$85 ,"$1,615 ",0.95,
FizzySip,1128299,5/1/2022,West,Colorado,Sprite,$0.40 ,"4,250","$1,700 ",$136 ,"$1,564 ",0.92,
FizzySip,1128299,5/1/2022,West,Colorado,Fanta,$0.40 ,"2,750","$1,100 ",$121 ,$979 ,0.89,
FizzySip,1128299,5/1/2022,West,Colorado,Powerade,$0.45 ,"2,250","$1,013 ",$152 ,$861 ,0.85,
FizzySip,1128299,5/1/2022,West,Colorado,Dasani Water,$0.40 ,"4,750","$1,900 ",$646 ,"$1,254 ",0.66,
FizzySip,1128299,5/2/2022,West,Colorado,Coca-Cola,$0.30 ,"5,250","$1,575 ",$536 ,"$1,040 ",0.66,
FizzySip,1128299,5/2/2022,West,Colorado,Diet Coke,$0.40 ,"4,250","$1,700 ",$578 ,"$1,122 ",0.66,
FizzySip,1128299,5/2/2022,West,Colorado,Sprite,$0.40 ,"4,250","$1,700 ",$833 ,$867 ,0.51,
FizzySip,1128299,5/2/2022,West,Colorado,Fanta,$0.40 ,"2,750","$1,100 ",$154 ,$946 ,0.86,
FizzySip,1128299,5/2/2022,West,Colorado,Powerade,$0.45 ,"2,000",$900 ,$126 ,$774 ,0.86,
FizzySip,1128299,5/2/2022,West,Colorado,Dasani Water,$0.40 ,"4,000","$1,600 ",$240 ,"$1,360 ",0.85,
FizzySip,1128299,4/3/2022,West,Colorado,Coca-Cola,$0.40 ,"5,500","$2,200 ",$528 ,"$1,672 ",0.76,
FizzySip,1128299,4/3/2022,West,Colorado,Diet Coke,$0.50 ,"4,000","$2,000 ",$380 ,"$1,620 ",0.81,
FizzySip,1128299,4/3/2022,West,Colorado,Sprite,$0.55 ,"4,000","$2,200 ","$1,012 ","$1,188 ",0.54,
FizzySip,1128299,4/3/2022,West,Colorado,Fanta,$0.55 ,"3,000","$1,650 ",$215 ,"$1,436 ",0.87,
FizzySip,1128299,4/3/2022,West,Colorado,Powerade,$0.60 ,"1,500",$900 ,$189 ,$711 ,0.79,
FizzySip,1128299,4/3/2022,West,Colorado,Dasani Water,$0.55 ,"3,500","$1,925 ",$789 ,"$1,136 ",0.59,
FizzySip,1128299,5/4/2022,West,Colorado,Coca-Cola,$0.60 ,"5,250","$3,150 ",$567 ,"$2,583 ",0.82,
FizzySip,1128299,5/4/2022,West,Colorado,Diet Coke,$0.65 ,"3,250","$2,113 ",$169 ,"$1,944 ",0.92,
FizzySip,1128299,5/4/2022,West,Colorado,Sprite,$0.65 ,"3,750","$2,438 ",$512 ,"$1,926 ",0.79,
FizzySip,1128299,5/4/2022,West,Colorado,Fanta,$0.60 ,"2,750","$1,650 ",$561 ,"$1,089 ",0.66,
FizzySip,1128299,5/4/2022,West,Colorado,Powerade,$0.65 ,"1,750","$1,138 ",$137 ,"$1,001 ",0.88,
FizzySip,1128299,5/4/2022,West,Colorado,Dasani Water,$0.80 ,"3,250","$2,600 ",$338 ,"$2,262 ",0.87,
FizzySip,1128299,6/5/2022,West,Colorado,Coca-Cola,$0.60 ,"5,250","$3,150 ",$536 ,"$2,615 ",0.83,
FizzySip,1128299,6/5/2022,West,Colorado,Diet Coke,$0.65 ,"3,750","$2,438 ",$512 ,"$1,926 ",0.79,
FizzySip,1128299,6/5/2022,West,Colorado,Sprite,$0.65 ,"3,750","$2,438 ",$341 ,"$2,096 ",0.86,
FizzySip,1128299,6/5/2022,West,Colorado,Fanta,$0.60 ,"2,750","$1,650 ",$83 ,"$1,568 ",0.95,
FizzySip,1128299,6/5/2022,West,Colorado,Powerade,$0.65 ,"1,750","$1,138 ",$91 ,"$1,047 ",0.92,
FizzySip,1128299,6/5/2022,West,Colorado,Dasani Water,$0.80 ,"4,750","$3,800 ",$418 ,"$3,382 ",0.89,
FizzySip,1128299,5/6/2022,West,Colorado,Coca-Cola,$0.60 ,"7,250","$4,350 ",$653 ,"$3,698 ",0.85,
FizzySip,1128299,5/6/2022,West,Colorado,Diet Coke,$0.65 ,"5,750","$3,738 ","$1,271 ","$2,467 ",0.66,
FizzySip,1128299,5/6/2022,West,Colorado,Sprite,$0.65 ,"5,750","$3,738 ","$1,271 ","$2,467 ",0.66,
FizzySip,1128299,5/6/2022,West,Colorado,Fanta,$0.65 ,"4,500","$2,925 ",$995 ,"$1,931 ",0.66,
FizzySip,1128299,5/6/2022,West,Colorado,Powerade,$0.70 ,"3,250","$2,275 ","$1,115 ","$1,160 ",0.51,
FizzySip,1128299,5/6/2022,West,Colorado,Dasani Water,$0.85 ,"6,250","$5,313 ",$744 ,"$4,569 ",0.86,
FizzySip,1128299,4/7/2022,West,Colorado,Coca-Cola,$0.65 ,"7,750","$5,038 ",$705 ,"$4,332 ",0.86,
FizzySip,1128299,4/7/2022,West,Colorado,Diet Coke,$0.70 ,"6,250","$4,375 ",$656 ,"$3,719 ",0.85,
FizzySip,1128299,4/7/2022,West,Colorado,Sprite,$0.70 ,"5,750","$4,025 ",$966 ,"$3,059 ",0.76,
FizzySip,1128299,4/7/2022,West,Colorado,Fanta,$0.65 ,"4,750","$3,088 ",$587 ,"$2,501 ",0.81,
FizzySip,1128299,4/7/2022,West,Colorado,Powerade,$0.70 ,"5,250","$3,675 ","$1,691 ","$1,985 ",0.54,
FizzySip,1128299,4/7/2022,West,Colorado,Dasani Water,$0.85 ,"5,250","$4,463 ",$580 ,"$3,882 ",0.87,
FizzySip,1128299,5/8/2022,West,Colorado,Coca-Cola,$0.70 ,"7,250","$5,075 ","$1,066 ","$4,009 ",0.79,
FizzySip,1128299,5/8/2022,West,Colorado,Diet Coke,$0.75 ,"6,750","$5,063 ","$2,076 ","$2,987 ",0.59,
FizzySip,1128299,5/8/2022,West,Colorado,Sprite,$0.70 ,"5,500","$3,850 ",$693 ,"$3,157 ",0.82,
FizzySip,1128299,5/8/2022,West,Colorado,Fanta,$0.70 ,"5,000","$3,500 ",$280 ,"$3,220 ",0.92,
FizzySip,1128299,5/8/2022,West,Colorado,Powerade,$0.75 ,"5,000","$3,750 ",$788 ,"$2,963 ",0.79,
FizzySip,1128299,5/8/2022,West,Colorado,Dasani Water,$0.80 ,"4,000","$3,200 ","$1,088 ","$2,112 ",0.66,
FizzySip,1128299,6/9/2022,West,Colorado,Coca-Cola,$0.65 ,"6,000","$3,900 ",$468 ,"$3,432 ",0.88,
FizzySip,1128299,6/9/2022,West,Colorado,Diet Coke,$0.70 ,"6,000","$4,200 ",$546 ,"$3,654 ",0.87,
FizzySip,1128299,6/9/2022,West,Colorado,Sprite,$0.65 ,"4,500","$2,925 ",$497 ,"$2,428 ",0.83,
FizzySip,1128299,6/9/2022,West,Colorado,Fanta,$0.65 ,"4,000","$2,600 ",$546 ,"$2,054 ",0.79,
FizzySip,1128299,6/9/2022,West,Colorado,Powerade,$0.75 ,"4,000","$3,000 ",$420 ,"$2,580 ",0.86,
FizzySip,1128299,6/9/2022,West,Colorado,Dasani Water,$0.70 ,"4,250","$2,975 ",$149 ,"$2,826 ",0.95,
FizzySip,1128299,5/10/2022,West,Colorado,Coca-Cola,$0.55 ,"5,250","$2,888 ",$231 ,"$2,657 ",0.92,
FizzySip,1128299,5/10/2022,West,Colorado,Diet Coke,$0.60 ,"5,250","$3,150 ",$347 ,"$2,804 ",0.89,
FizzySip,1128299,5/10/2022,West,Colorado,Sprite,$0.55 ,"3,500","$1,925 ",$289 ,"$1,636 ",0.85,
FizzySip,1128299,5/10/2022,West,Colorado,Fanta,$0.55 ,"3,250","$1,788 ",$608 ,"$1,180 ",0.66,
FizzySip,1128299,5/10/2022,West,Colorado,Powerade,$0.65 ,"3,000","$1,950 ",$663 ,"$1,287 ",0.66,
FizzySip,1128299,5/10/2022,West,Colorado,Dasani Water,$0.70 ,"3,500","$2,450 ",$833 ,"$1,617 ",0.66,
FizzySip,1128299,5/11/2022,West,Colorado,Coca-Cola,$0.55 ,"5,750","$3,163 ","$1,550 ","$1,613 ",0.51,
FizzySip,1128299,5/11/2022,West,Colorado,Diet Coke,$0.60 ,"5,750","$3,450 ",$483 ,"$2,967 ",0.86,
FizzySip,1128299,5/11/2022,West,Colorado,Sprite,$0.55 ,"4,250","$2,338 ",$327 ,"$2,010 ",0.86,
FizzySip,1128299,5/11/2022,West,Colorado,Fanta,$0.65 ,"4,000","$2,600 ",$390 ,"$2,210 ",0.85,
FizzySip,1128299,5/11/2022,West,Colorado,Powerade,$0.75 ,"3,750","$2,813 ",$675 ,"$2,138 ",0.76,
FizzySip,1128299,5/11/2022,West,Colorado,Dasani Water,$0.80 ,"5,000","$4,000 ",$760 ,"$3,240 ",0.81,
FizzySip,1128299,4/12/2022,West,Colorado,Coca-Cola,$0.65 ,"7,000","$4,550 ","$2,093 ","$2,457 ",0.54,
FizzySip,1128299,4/12/2022,West,Colorado,Diet Coke,$0.70 ,"7,000","$4,900 ",$637 ,"$4,263 ",0.87,
FizzySip,1128299,4/12/2022,West,Colorado,Sprite,$0.65 ,"5,000","$3,250 ",$683 ,"$2,568 ",0.79,
FizzySip,1128299,4/12/2022,West,Colorado,Fanta,$0.65 ,"5,000","$3,250 ","$1,333 ","$1,918 ",0.59,
FizzySip,1128299,4/12/2022,West,Colorado,Powerade,$0.75 ,"4,250","$3,188 ",$574 ,"$2,614 ",0.82,
FizzySip,1128299,4/12/2022,West,Colorado,Dasani Water,$0.80 ,"5,250","$4,200 ",$336 ,"$3,864 ",0.92,
FizzySip,1128299,3/1/2022,West,Washington,Coca-Cola,$0.40 ,"4,500","$1,800 ",$378 ,"$1,422 ",0.79,
FizzySip,1128299,3/1/2022,West,Washington,Diet Coke,$0.50 ,"4,500","$2,250 ",$765 ,"$1,485 ",0.66,
FizzySip,1128299,3/1/2022,West,Washington,Sprite,$0.50 ,"4,500","$2,250 ",$270 ,"$1,980 ",0.88,
FizzySip,1128299,3/1/2022,West,Washington,Fanta,$0.50 ,"3,000","$1,500 ",$195 ,"$1,305 ",0.87,
FizzySip,1128299,3/1/2022,West,Washington,Powerade,$0.55 ,"2,500","$1,375 ",$234 ,"$1,141 ",0.83,
FizzySip,1128299,3/1/2022,West,Washington,Dasani Water,$0.50 ,"5,000","$2,500 ",$525 ,"$1,975 ",0.79,
FizzySip,1128299,3/2/2022,West,Washington,Coca-Cola,$0.40 ,"5,500","$2,200 ",$308 ,"$1,892 ",0.86,
FizzySip,1128299,3/2/2022,West,Washington,Diet Coke,$0.50 ,"4,500","$2,250 ",$113 ,"$2,138 ",0.95,
FizzySip,1128299,3/2/2022,West,Washington,Sprite,$0.50 ,"4,500","$2,250 ",$180 ,"$2,070 ",0.92,
FizzySip,1128299,3/2/2022,West,Washington,Fanta,$0.50 ,"3,000","$1,500 ",$165 ,"$1,335 ",0.89,
FizzySip,1128299,3/2/2022,West,Washington,Powerade,$0.55 ,"2,250","$1,238 ",$186 ,"$1,052 ",0.85,
FizzySip,1128299,3/2/2022,West,Washington,Dasani Water,$0.50 ,"4,250","$2,125 ",$723 ,"$1,403 ",0.66,
FizzySip,1128299,2/3/2022,West,Washington,Coca-Cola,$0.50 ,"5,750","$2,875 ",$978 ,"$1,898 ",0.66,
FizzySip,1128299,2/3/2022,West,Washington,Diet Coke,$0.60 ,"4,250","$2,550 ",$867 ,"$1,683 ",0.66,
FizzySip,1128299,2/3/2022,West,Washington,Sprite,$0.65 ,"4,250","$2,763 ","$1,354 ","$1,409 ",0.51,
FizzySip,1128299,2/3/2022,West,Washington,Fanta,$0.65 ,"3,250","$2,113 ",$296 ,"$1,817 ",0.86,
FizzySip,1128299,2/3/2022,West,Washington,Powerade,$0.70 ,"1,750","$1,225 ",$172 ,"$1,054 ",0.86,
FizzySip,1128299,2/3/2022,West,Washington,Dasani Water,$0.65 ,"3,750","$2,438 ",$366 ,"$2,072 ",0.85,
FizzySip,1128299,3/4/2022,West,Washington,Coca-Cola,$0.70 ,"5,500","$3,850 ",$924 ,"$2,926 ",0.76,
FizzySip,1128299,3/4/2022,West,Washington,Diet Coke,$0.75 ,"3,500","$2,625 ",$499 ,"$2,126 ",0.81,
FizzySip,1128299,3/4/2022,West,Washington,Sprite,$0.75 ,"4,000","$3,000 ","$1,380 ","$1,620 ",0.54,
FizzySip,1128299,3/4/2022,West,Washington,Fanta,$0.60 ,"3,000","$1,800 ",$234 ,"$1,566 ",0.87,
FizzySip,1128299,3/4/2022,West,Washington,Powerade,$0.65 ,"2,000","$1,300 ",$273 ,"$1,027 ",0.79,
FizzySip,1128299,3/4/2022,West,Washington,Dasani Water,$0.80 ,"3,500","$2,800 ","$1,148 ","$1,652 ",0.59,
FizzySip,1128299,4/5/2022,West,Washington,Coca-Cola,$0.60 ,"5,500","$3,300 ",$594 ,"$2,706 ",0.82,
FizzySip,1128299,4/5/2022,West,Washington,Diet Coke,$0.65 ,"4,000","$2,600 ",$208 ,"$2,392 ",0.92,
FizzySip,1128299,4/5/2022,West,Washington,Sprite,$0.65 ,"4,000","$2,600 ",$988 ,"$1,612 ",0.62,
FizzySip,1128299,4/5/2022,West,Washington,Fanta,$0.60 ,"3,000","$1,800 ",$378 ,"$1,422 ",0.79,
FizzySip,1128299,4/5/2022,West,Washington,Powerade,$0.65 ,"2,000","$1,300 ",$442 ,$858 ,0.66,
FizzySip,1128299,4/5/2022,West,Washington,Dasani Water,$0.80 ,"5,000","$4,000 ",$480 ,"$3,520 ",0.88,
FizzySip,1128299,3/6/2022,West,Washington,Coca-Cola,$0.75 ,"7,500","$5,625 ",$731 ,"$4,894 ",0.87,
FizzySip,1128299,3/6/2022,West,Washington,Diet Coke,$0.80 ,"6,250","$5,000 ",$850 ,"$4,150 ",0.83,
FizzySip,1128299,3/6/2022,West,Washington,Sprite,$0.80 ,"6,250","$5,000 ","$1,050 ","$3,950 ",0.79,
FizzySip,1128299,3/6/2022,West,Washington,Fanta,$0.80 ,"5,000","$4,000 ",$560 ,"$3,440 ",0.86,
FizzySip,1128299,3/6/2022,West,Washington,Powerade,$0.85 ,"3,750","$3,188 ",$159 ,"$3,028 ",0.95,
FizzySip,1128299,3/6/2022,West,Washington,Dasani Water,$1.00 ,"6,750","$6,750 ",$540 ,"$6,210 ",0.92,
FizzySip,1128299,2/7/2022,West,Washington,Coca-Cola,$0.80 ,"8,250","$6,600 ",$726 ,"$5,874 ",0.89,
FizzySip,1128299,2/7/2022,West,Washington,Diet Coke,$0.85 ,"6,750","$5,738 ",$861 ,"$4,877 ",0.85,
FizzySip,1128299,2/7/2022,West,Washington,Sprite,$0.85 ,"6,250","$5,313 ","$1,806 ","$3,506 ",0.66,
FizzySip,1128299,2/7/2022,West,Washington,Fanta,$0.80 ,"5,250","$4,200 ","$1,428 ","$2,772 ",0.66,
FizzySip,1128299,2/7/2022,West,Washington,Powerade,$0.85 ,"5,750","$4,888 ","$1,662 ","$3,226 ",0.66,
FizzySip,1128299,2/7/2022,West,Washington,Dasani Water,$1.00 ,"5,750","$5,750 ","$2,818 ","$2,933 ",0.51,
FizzySip,1128299,3/8/2022,West,Washington,Coca-Cola,$0.85 ,"7,750","$6,588 ",$922 ,"$5,665 ",0.86,
FizzySip,1128299,3/8/2022,West,Washington,Diet Coke,$0.80 ,"7,500","$6,000 ",$840 ,"$5,160 ",0.86,
FizzySip,1128299,3/8/2022,West,Washington,Sprite,$0.75 ,"6,250","$4,688 ",$703 ,"$3,984 ",0.85,
FizzySip,1128299,3/8/2022,West,Washington,Fanta,$0.75 ,"5,750","$4,313 ","$1,035 ","$3,278 ",0.76,
FizzySip,1128299,3/8/2022,West,Washington,Powerade,$0.75 ,"5,750","$4,313 ",$819 ,"$3,493 ",0.81,
FizzySip,1128299,3/8/2022,West,Washington,Dasani Water,$0.80 ,"4,000","$3,200 ","$1,472 ","$1,728 ",0.54,
FizzySip,1128299,4/9/2022,West,Washington,Coca-Cola,$0.70 ,"6,000","$4,200 ",$546 ,"$3,654 ",0.87,
FizzySip,1128299,4/9/2022,West,Washington,Diet Coke,$0.75 ,"6,000","$4,500 ",$945 ,"$3,555 ",0.79,
FizzySip,1128299,4/9/2022,West,Washington,Sprite,$0.70 ,"4,500","$3,150 ","$1,292 ","$1,859 ",0.59,
FizzySip,1128299,4/9/2022,West,Washington,Fanta,$0.70 ,"4,000","$2,800 ",$504 ,"$2,296 ",0.82,
FizzySip,1128299,4/9/2022,West,Washington,Powerade,$0.80 ,"4,250","$3,400 ",$272 ,"$3,128 ",0.92,
FizzySip,1128299,4/9/2022,West,Washington,Dasani Water,$0.65 ,"4,500","$2,925 ","$1,112 ","$1,814 ",0.62,
FizzySip,1128299,3/10/2022,West,Washington,Coca-Cola,$0.60 ,"5,500","$3,300 ",$693 ,"$2,607 ",0.79,
FizzySip,1128299,3/10/2022,West,Washington,Diet Coke,$0.65 ,"5,500","$3,575 ","$1,216 ","$2,360 ",0.66,
FizzySip,1128299,3/10/2022,West,Washington,Sprite,$0.60 ,"3,750","$2,250 ",$270 ,"$1,980 ",0.88,
FizzySip,1128299,3/10/2022,West,Washington,Fanta,$0.60 ,"3,500","$2,100 ",$273 ,"$1,827 ",0.87,
FizzySip,1128299,3/10/2022,West,Washington,Powerade,$0.70 ,"3,250","$2,275 ",$387 ,"$1,888 ",0.83,
FizzySip,1128299,3/10/2022,West,Washington,Dasani Water,$0.75 ,"3,750","$2,813 ",$591 ,"$2,222 ",0.79,
FizzySip,1128299,3/11/2022,West,Washington,Coca-Cola,$0.60 ,"6,000","$3,600 ",$504 ,"$3,096 ",0.86,
FizzySip,1128299,3/11/2022,West,Washington,Diet Coke,$0.65 ,"6,250","$4,063 ",$203 ,"$3,859 ",0.95,
FizzySip,1128299,3/11/2022,West,Washington,Sprite,$0.60 ,"4,750","$2,850 ",$228 ,"$2,622 ",0.92,
FizzySip,1128299,3/11/2022,West,Washington,Fanta,$0.70 ,"4,500","$3,150 ",$347 ,"$2,804 ",0.89,
FizzySip,1128299,3/11/2022,West,Washington,Powerade,$0.90 ,"4,250","$3,825 ",$574 ,"$3,251 ",0.85,
FizzySip,1128299,3/11/2022,West,Washington,Dasani Water,$0.95 ,"5,500","$5,225 ","$1,777 ","$3,449 ",0.66,
FizzySip,1128299,2/12/2022,West,Washington,Coca-Cola,$0.80 ,"7,500","$6,000 ","$2,040 ","$3,960 ",0.66,
FizzySip,1128299,2/12/2022,West,Washington,Diet Coke,$0.85 ,"7,500","$6,375 ","$2,168 ","$4,208 ",0.66,
FizzySip,1128299,2/12/2022,West,Washington,Sprite,$0.80 ,"5,500","$4,400 ","$2,156 ","$2,244 ",0.51,
FizzySip,1128299,2/12/2022,West,Washington,Fanta,$0.80 ,"5,500","$4,400 ",$616 ,"$3,784 ",0.86,
FizzySip,1128299,2/12/2022,West,Washington,Powerade,$0.90 ,"4,750","$4,275 ",$599 ,"$3,677 ",0.86,
FizzySip,1128299,2/12/2022,West,Washington,Dasani Water,$0.95 ,"5,750","$5,463 ",$819 ,"$4,643 ",0.85,
Sodapop,1185732,12/1/2022,Southeast,Florida,Coca-Cola,$0.45 ,"10,500","$4,725 ","$1,134 ","$3,591 ",0.76,
Sodapop,1185732,12/1/2022,Southeast,Florida,Diet Coke,$0.45 ,"8,500","$3,825 ",$727 ,"$3,098 ",0.81,
Sodapop,1185732,12/1/2022,Southeast,Florida,Sprite,$0.35 ,"8,500","$2,975 ","$1,369 ","$1,607 ",0.54,
Sodapop,1185732,12/1/2022,Southeast,Florida,Fanta,$0.40 ,"7,000","$2,800 ",$364 ,"$2,436 ",0.87,
Sodapop,1185732,12/1/2022,Southeast,Florida,Powerade,$0.55 ,"7,500","$4,125 ",$866 ,"$3,259 ",0.79,
Sodapop,1185732,12/1/2022,Southeast,Florida,Dasani Water,$0.45 ,"8,500","$3,825 ","$1,568 ","$2,257 ",0.59,
Sodapop,1185732,10/2/2022,Southeast,Florida,Coca-Cola,$0.45 ,"11,000","$4,950 ",$891 ,"$4,059 ",0.82,
Sodapop,1185732,10/2/2022,Southeast,Florida,Diet Coke,$0.45 ,"7,500","$3,375 ",$270 ,"$3,105 ",0.92,
Sodapop,1185732,10/2/2022,Southeast,Florida,Sprite,$0.35 ,"8,000","$2,800 ",$588 ,"$2,212 ",0.79,
Sodapop,1185732,10/2/2022,Southeast,Florida,Fanta,$0.40 ,"6,750","$2,700 ",$918 ,"$1,782 ",0.66,
Sodapop,1185732,10/2/2022,Southeast,Florida,Powerade,$0.55 ,"7,500","$4,125 ",$495 ,"$3,630 ",0.88,
Sodapop,1185732,10/2/2022,Southeast,Florida,Dasani Water,$0.45 ,"8,500","$3,825 ",$497 ,"$3,328 ",0.87,
Sodapop,1185732,8/3/2022,Southeast,Florida,Coca-Cola,$0.45 ,"10,700","$4,815 ",$819 ,"$3,996 ",0.83,
Sodapop,1185732,8/3/2022,Southeast,Florida,Diet Coke,$0.45 ,"7,500","$3,375 ",$709 ,"$2,666 ",0.79,
Sodapop,1185732,8/3/2022,Southeast,Florida,Sprite,$0.35 ,"7,750","$2,713 ",$380 ,"$2,333 ",0.86,
Sodapop,1185732,8/3/2022,Southeast,Florida,Fanta,$0.40 ,"6,250","$2,500 ",$125 ,"$2,375 ",0.95,
Sodapop,1185732,8/3/2022,Southeast,Florida,Powerade,$0.55 ,"6,750","$3,713 ",$297 ,"$3,416 ",0.92,
Sodapop,1185732,8/3/2022,Southeast,Florida,Dasani Water,$0.45 ,"7,750","$3,488 ",$384 ,"$3,104 ",0.89,
Sodapop,1185732,9/4/2022,Southeast,Florida,Coca-Cola,$0.45 ,"10,250","$4,613 ",$692 ,"$3,921 ",0.85,
Sodapop,1185732,9/4/2022,Southeast,Florida,Diet Coke,$0.45 ,"7,250","$3,263 ","$1,109 ","$2,153 ",0.66,
Sodapop,1185732,9/4/2022,Southeast,Florida,Sprite,$0.35 ,"7,250","$2,538 ",$863 ,"$1,675 ",0.66,
Sodapop,1185732,9/4/2022,Southeast,Florida,Fanta,$0.40 ,"6,500","$2,600 ",$884 ,"$1,716 ",0.66,
Sodapop,1185732,9/4/2022,Southeast,Florida,Powerade,$0.55 ,"6,750","$3,713 ","$1,819 ","$1,893 ",0.51,
Sodapop,1185732,9/4/2022,Southeast,Florida,Dasani Water,$0.45 ,"8,000","$3,600 ",$504 ,"$3,096 ",0.86,
Sodapop,1185732,8/5/2022,Southeast,Florida,Coca-Cola,$0.55 ,"10,700","$5,885 ",$824 ,"$5,061 ",0.86,
Sodapop,1185732,8/5/2022,Southeast,Florida,Diet Coke,$0.55 ,"7,750","$4,263 ",$639 ,"$3,623 ",0.85,
Sodapop,1185732,8/5/2022,Southeast,Florida,Sprite,$0.50 ,"7,500","$3,750 ",$900 ,"$2,850 ",0.76,
Sodapop,1185732,8/5/2022,Southeast,Florida,Fanta,$0.50 ,"7,000","$3,500 ",$665 ,"$2,835 ",0.81,
Sodapop,1185732,8/5/2022,Southeast,Florida,Powerade,$0.60 ,"7,250","$4,350 ","$2,001 ","$2,349 ",0.54,
Sodapop,1185732,8/5/2022,Southeast,Florida,Dasani Water,$0.65 ,"8,250","$5,363 ",$697 ,"$4,665 ",0.87,
Sodapop,1185732,10/6/2022,Southeast,Florida,Coca-Cola,$0.60 ,"10,750","$6,450 ","$1,355 ","$5,096 ",0.79,
Sodapop,1185732,10/6/2022,Southeast,Florida,Diet Coke,$0.55 ,"8,250","$4,538 ","$1,860 ","$2,677 ",0.59,
Sodapop,1185732,10/6/2022,Southeast,Florida,Sprite,$0.50 ,"8,000","$4,000 ",$720 ,"$3,280 ",0.82,
Sodapop,1185732,10/6/2022,Southeast,Florida,Fanta,$0.50 ,"7,750","$3,875 ",$310 ,"$3,565 ",0.92,
Sodapop,1185732,10/6/2022,Southeast,Florida,Powerade,$0.65 ,"7,750","$5,038 ","$1,058 ","$3,980 ",0.79,
Sodapop,1185732,10/6/2022,Southeast,Florida,Dasani Water,$0.70 ,"9,250","$6,475 ","$2,202 ","$4,274 ",0.66,
Sodapop,1185732,8/7/2022,Southeast,Florida,Coca-Cola,$0.65 ,"11,500","$7,475 ",$897 ,"$6,578 ",0.88,
Sodapop,1185732,8/7/2022,Southeast,Florida,Diet Coke,$0.60 ,"9,000","$5,400 ",$702 ,"$4,698 ",0.87,
Sodapop,1185732,8/7/2022,Southeast,Florida,Sprite,$0.55 ,"8,250","$4,538 ",$771 ,"$3,766 ",0.83,
Sodapop,1185732,8/7/2022,Southeast,Florida,Fanta,$0.55 ,"7,750","$4,263 ",$895 ,"$3,367 ",0.79,
Sodapop,1185732,8/7/2022,Southeast,Florida,Powerade,$0.65 ,"8,000","$5,200 ",$728 ,"$4,472 ",0.86,
Sodapop,1185732,8/7/2022,Southeast,Florida,Dasani Water,$0.70 ,"9,750","$6,825 ",$341 ,"$6,484 ",0.95,
Sodapop,1185732,9/8/2022,Southeast,Florida,Coca-Cola,$0.65 ,"11,250","$7,313 ",$585 ,"$6,728 ",0.92,
Sodapop,1185732,9/8/2022,Southeast,Florida,Diet Coke,$0.60 ,"9,000","$5,400 ",$594 ,"$4,806 ",0.89,
Sodapop,1185732,9/8/2022,Southeast,Florida,Sprite,$0.55 ,"8,250","$4,538 ",$681 ,"$3,857 ",0.85,
Sodapop,1185732,9/8/2022,Southeast,Florida,Fanta,$0.45 ,"7,750","$3,488 ","$1,186 ","$2,302 ",0.66,
Sodapop,1185732,9/8/2022,Southeast,Florida,Powerade,$0.55 ,"7,500","$4,125 ","$1,403 ","$2,723 ",0.66,
Sodapop,1185732,9/8/2022,Southeast,Florida,Dasani Water,$0.60 ,"9,250","$5,550 ","$1,887 ","$3,663 ",0.66,
Sodapop,1185732,8/9/2022,Southeast,Florida,Coca-Cola,$0.55 ,"10,500","$5,775 ","$2,830 ","$2,945 ",0.51,
