Transaction_ID,Date,Customer_ID,Product_Category,Product,Price,Quantity,Shipping_Cost,Discount,Profit
715,2025-05-15,7947,Beauty,Sofa,567.08,2,47.91,0.12,116.86
716,2025-05-16,6719,Sports,Treadmill,220.85,3,13.24,0.35,229.08
717,2025-05-17,5280,Sports,Smartphone,233.36,2,32.27,0.14,-19.84
718,2025-05-18,8266,Electronics,Sofa,,3,14.52,0.05,163.34
719,2025-05-19,6887,Home Decor,Treadmill,1232.23,1,32.63,0.26,166.17
720,2025-05-20,8266,Fashion,Shoes,1610.6,3,37.52,0.4,276.42
721,2025-05-21,5666,Electronics,Lipstick,1799.51,1,37.5,0.09,64.53
722,2025-05-22,9188,Home Decor,Watch,1251.27,2,41.68,0.11,62.02
723,2025-05-23,5671,Beauty,Washing Machine,21.21,3,43.41,0.39,115.36
724,2025-05-24,6969,Sports,Shoes,380.77,4,8.48,0.07,87.78
725,2025-05-25,9156,Fashion,Smartphone,208.46,2,20.45,0.2,212.99
726,2025-05-26,8122,Sports,Washing Machine,733.02,3,35.92,0.1,181.78
727,2025-05-27,9699,Beauty,Watch,1007.69,2,27.44,0.37,220.44
728,2025-05-28,9777,Home Decor,Shoes,96.36,4,13.58,0.39,240.61
729,2025-05-29,8900,Beauty,Shoes,703.47,3,29.87,0.33,274.58
730,2025-05-30,5523,Beauty,Shoes,366.57,4,23.33,0.13,112.21
731,2025-05-31,7393,Sports,Shoes,1297.67,3,22.55,0.16,294.95
732,2025-06-01,8117,Fashion,Washing Machine,933.9,1,41.44,0.1,41.17
733,2025-06-02,7593,Beauty,Smartphone,995.68,2,23.34,0.36,205.74
734,2025-06-03,6968,Sports,Watch,861.11,4,6.19,0.37,146.22
735,2025-06-04,6753,Fashion,Treadmill,1912.48,2,7.61,0.17,239.58
736,2025-06-05,7296,Home Decor,Sofa,437.32,4,43.53,0.26,127.33
737,2025-06-06,7261,Home Decor,Lipstick,,2,48.23,0.07,228.7
738,2025-06-07,7286,Electronics,Watch,1474.67,2,35.98,0.17,276.96
739,2025-06-08,9202,Sports,Sofa,1118.12,2,21.4,0.25,211.66
740,2025-06-09,7878,Fashion,Sofa,1858.75,1,47.24,0.15,226.11
741,2025-06-10,9143,Beauty,Lipstick,762.16,3,34.83,0.14,-7.83
742,2025-06-11,8644,Home Decor,Watch,932.71,1,43.0,0.0,37.64
743,2025-06-12,9432,Fashion,Washing Machine,186.16,2,39.46,0.32,291.52
744,2025-06-13,7055,Sports,Smartphone,1221.91,4,22.06,0.36,198.75
745,2025-06-14,9720,Electronics,Lipstick,583.54,2,26.54,0.39,155.28
746,2025-06-15,6276,Home Decor,Smartphone,,3,13.38,0.29,91.1
747,2025-06-16,7766,Fashion,Washing Machine,1093.62,1,18.14,0.22,-15.35
748,2025-06-17,5302,Fashion,Sofa,,3,40.02,0.11,91.81
749,2025-06-18,5638,Fashion,Smartphone,160.98,4,45.23,0.4,134.64
750,2025-06-19,5055,Sports,Washing Machine,1399.45,3,37.6,0.24,39.78
751,2025-06-20,9821,Sports,Washing Machine,1251.31,1,25.93,0.27,27.14
752,2025-06-21,5525,Sports,Treadmill,386.14,4,8.89,0.27,137.78
753,2025-06-22,9569,Beauty,Lipstick,,3,7.56,0.34,163.35
754,2025-06-23,9123,Fashion,Treadmill,1443.44,1,21.84,0.0,49.17
755,2025-06-24,7125,Home Decor,Sofa,1063.58,1,25.87,0.09,163.84
756,2025-06-25,8287,Sports,Lipstick,797.02,2,32.41,0.27,267.11
757,2025-06-26,5364,Sports,Sofa,651.45,3,5.29,0.36,126.15
758,2025-06-27,9621,Fashion,Treadmill,1224.68,4,49.54,0.27,252.94
759,2025-06-28,9978,Sports,Watch,,2,21.38,0.17,276.0
760,2025-06-29,6646,Beauty,Washing Machine,1346.77,3,43.16,0.14,0.49
761,2025-06-30,5918,Beauty,Sofa,158.74,3,29.07,0.3,1.62
762,2025-07-01,7797,Sports,Lipstick,926.76,4,10.87,0.3,127.09
763,2025-07-02,6531,Fashion,Lipstick,1782.74,2,40.89,0.24,164.07
764,2025-07-03,8345,Fashion,Sofa,197.98,2,36.94,0.12,110.54
765,2025-07-04,6906,Fashion,Lipstick,1977.86,4,28.73,0.37,77.73
766,2025-07-05,8086,Electronics,Washing Machine,1898.65,2,28.15,0.22,181.53
767,2025-07-06,9580,Sports,Watch,165.77,1,8.94,0.32,-29.31
768,2025-07-07,7075,Fashion,Washing Machine,1867.49,4,34.51,0.09,289.46
769,2025-07-08,5713,Beauty,Lipstick,732.63,3,46.01,0.14,46.59
770,2025-07-09,6062,Home Decor,Sofa,1690.97,4,9.2,0.35,272.64
771,2025-07-10,6976,Home Decor,Treadmill,,1,16.86,0.02,5.97
772,2025-07-11,6296,Fashion,Lipstick,887.3,4,45.6,0.2,48.57
773,2025-07-12,5125,Home Decor,Lipstick,1272.14,3,17.8,0.19,47.51
774,2025-07-13,9632,Home Decor,Lipstick,1551.21,3,34.43,0.3,298.73
775,2025-07-14,8596,Electronics,Lipstick,77.24,4,29.07,0.11,-28.48
776,2025-07-15,8283,Beauty,Sofa,,4,31.83,0.09,181.08
777,2025-07-16,6603,Beauty,Treadmill,381.6,1,23.71,0.37,257.0
778,2025-07-17,5066,Electronics,Treadmill,698.44,1,18.5,0.23,191.85
779,2025-07-18,5232,Electronics,Smartphone,702.46,3,7.18,0.04,89.7
780,2025-07-19,7156,Home Decor,Lipstick,943.43,2,38.49,0.08,286.24
781,2025-07-20,6169,Sports,Lipstick,674.93,2,38.57,0.4,264.86
782,2025-07-21,7158,Home Decor,Smartphone,,2,35.18,0.08,113.21
783,2025-07-22,9206,Electronics,Treadmill,299.8,2,33.96,0.24,159.2
784,2025-07-23,6493,Beauty,Shoes,76.54,3,15.97,0.17,289.28
785,2025-07-24,9718,Home Decor,Washing Machine,945.8,2,6.01,0.35,294.24
786,2025-07-25,9007,Sports,Shoes,1909.35,2,41.39,0.3,118.44
787,2025-07-26,7472,Home Decor,Treadmill,,4,27.1,0.24,249.63
788,2025-07-27,7660,Fashion,Watch,1893.07,2,18.81,0.0,69.65
789,2025-07-28,7739,Home Decor,Lipstick,1469.39,4,9.59,0.35,92.7
790,2025-07-29,6761,Electronics,Shoes,1278.62,3,7.82,0.18,24.39
791,2025-07-30,8514,Beauty,Sofa,1294.1,4,20.7,0.37,39.03
792,2025-07-31,6975,Beauty,Sofa,1655.19,1,41.21,0.2,186.77
793,2025-08-01,7362,Electronics,Smartphone,222.77,4,46.34,0.28,138.56
794,2025-08-02,5876,Fashion,Treadmill,1014.46,2,45.35,0.03,46.27
795,2025-08-03,8812,Electronics,Treadmill,1397.21,4,46.4,0.3,102.96
796,2025-08-04,8448,Home Decor,Shoes,1177.77,4,45.85,0.14,93.15
797,2025-08-05,6312,Electronics,Lipstick,1667.23,3,28.73,0.14,295.83
798,2025-08-06,6460,Electronics,Treadmill,153.82,3,14.87,0.05,251.68
799,2025-08-07,7709,Fashion,Shoes,1384.5,2,40.91,0.06,98.03
800,2025-08-08,7324,Home Decor,Shoes,1072.72,1,14.62,0.07,271.59
801,2025-08-09,6733,Sports,Washing Machine,764.53,1,17.02,0.13,83.07
802,2025-08-10,6605,Sports,Washing Machine,687.15,4,15.5,0.36,190.41
803,2025-08-11,7563,Beauty,Treadmill,1245.46,1,28.17,0.15,288.99
804,2025-08-12,8421,Electronics,Shoes,1783.08,3,19.48,0.29,98.79
805,2025-08-13,8517,Beauty,Smartphone,997.39,2,11.94,0.03,194.36
806,2025-08-14,7397,Fashion,Smartphone,1651.2,2,25.39,0.24,67.65
807,2025-08-15,8735,Sports,Washing Machine,810.29,3,44.33,0.19,57.88
808,2025-08-16,7870,Electronics,Treadmill,213.76,2,30.67,0.39,159.47
809,2025-08-17,6160,Fashion,Lipstick,132.4,4,44.53,0.34,293.16
810,2025-08-18,9854,Fashion,Watch,112.16,2,13.81,0.18,119.53
811,2025-08-19,5242,Electronics,Smartphone,766.5,1,12.51,0.31,279.42
812,2025-08-20,7590,Fashion,Smartphone,681.1,2,30.9,0.08,271.74
813,2025-08-21,6063,Electronics,Washing Machine,1438.69,2,25.85,0.22,53.74
814,2025-08-22,9324,Electronics,Washing Machine,1488.21,3,34.71,0.03,102.6
815,2025-08-23,7595,Home Decor,Treadmill,111.2,3,40.76,0.14,182.29
816,2025-08-24,5919,Beauty,Washing Machine,450.04,1,38.81,0.09,140.96
817,2025-08-25,5005,Fashion,Sofa,555.78,3,47.4,0.29,1.67
818,2025-08-26,5467,Fashion,Watch,1099.75,1,22.92,0.2,297.92
819,2025-08-27,9170,Home Decor,Shoes,297.59,4,14.29,0.3,218.38
820,2025-08-28,5003,Home Decor,Smartphone,276.54,1,29.79,0.21,114.44
821,2025-08-29,5645,Home Decor,Sofa,1888.14,2,9.98,0.03,174.0
822,2025-08-30,5117,Sports,Lipstick,1610.36,1,18.0,0.29,-1.1
823,2025-08-31,7928,Sports,Sofa,369.5,4,14.35,0.33,133.45
824,2025-09-01,7551,Sports,Treadmill,819.07,2,22.85,0.36,277.17
825,2025-09-02,9289,Electronics,Lipstick,717.69,1,10.0,0.23,265.88
826,2025-09-03,5846,Fashion,Lipstick,1584.1,3,6.43,0.3,81.34
827,2025-09-04,7762,Beauty,Washing Machine,1025.32,3,34.56,0.3,145.35
828,2025-09-05,6141,Electronics,Sofa,264.42,3,32.46,0.06,200.14
829,2025-09-06,6810,Fashion,Treadmill,1480.59,1,36.88,0.07,82.2
830,2025-09-07,5723,Fashion,Smartphone,799.81,1,34.72,0.03,-8.59
831,2025-09-08,5224,Home Decor,Watch,533.22,4,10.14,0.13,136.8
832,2025-09-09,9627,Home Decor,Washing Machine,757.24,2,18.1,0.19,168.54
833,2025-09-10,9208,Electronics,Sofa,1000.54,2,10.83,0.4,-28.07
834,2025-09-11,9654,Home Decor,Smartphone,692.8,2,42.93,0.17,1.54
835,2025-09-12,7048,Fashion,Sofa,491.39,2,38.61,0.29,38.41
836,2025-09-13,9749,Home Decor,Washing Machine,,1,14.07,0.28,84.86
837,2025-09-14,9415,Sports,Smartphone,48.15,1,20.36,0.08,148.55
838,2025-09-15,6573,Home Decor,Washing Machine,,4,48.5,0.02,66.97
839,2025-09-16,6828,Fashion,Sofa,350.18,2,31.74,0.22,61.14
840,2025-09-17,6917,Electronics,Lipstick,97.37,1,41.05,0.28,256.89
841,2025-09-18,9234,Beauty,Watch,1310.86,1,16.91,0.4,17.87
842,2025-09-19,7026,Home Decor,Shoes,1550.13,1,14.45,0.14,133.5
843,2025-09-20,8744,Fashion,Watch,1629.52,1,40.28,0.36,284.43
844,2025-09-21,5901,Beauty,Lipstick,992.08,2,35.86,0.15,176.25
845,2025-09-22,9785,Beauty,Washing Machine,418.68,2,35.64,0.28,206.68
846,2025-09-23,7039,Sports,Watch,1477.08,1,29.87,0.24,112.31
847,2025-09-24,5009,Beauty,Washing Machine,1402.43,3,30.36,0.02,-23.42
848,2025-09-25,5260,Fashion,Washing Machine,500.08,4,38.11,0.03,183.22
849,2025-09-26,6673,Fashion,Smartphone,1807.78,2,17.15,0.01,178.54
850,2025-09-27,7219,Home Decor,Treadmill,217.7,2,20.87,0.15,6.44
851,2025-09-28,7060,Home Decor,Washing Machine,1965.55,3,44.22,0.3,
852,2025-09-29,8713,Home Decor,Watch,,2,18.9,0.07,272.06
853,2025-09-30,6619,Beauty,Watch,1378.92,3,29.58,0.24,37.68
854,2025-10-01,5320,Beauty,Watch,1878.11,3,36.62,0.12,122.16
855,2025-10-02,6342,Sports,Lipstick,1447.4,1,50.0,0.32,122.16
856,2025-10-03,7376,Home Decor,Shoes,389.01,2,24.59,0.32,237.55
857,2025-10-04,7832,Electronics,Washing Machine,889.89,4,24.26,0.31,242.11
858,2025-10-05,7824,Sports,Washing Machine,152.29,3,42.92,0.21,220.56
859,2025-10-06,6994,Electronics,Washing Machine,785.42,4,41.25,0.11,90.6
860,2025-10-07,7958,Beauty,Smartphone,1485.79,1,37.9,0.32,-6.23
861,2025-10-08,7038,Sports,Washing Machine,779.02,2,25.85,0.07,85.33
862,2025-10-09,8490,Sports,Lipstick,667.29,1,19.58,0.12,194.33
863,2025-10-10,8677,Fashion,Sofa,1194.76,1,32.39,0.07,201.91
864,2025-10-11,6118,Beauty,Treadmill,1745.69,4,44.43,0.27,288.45
865,2025-10-12,6604,Beauty,Watch,104.69,4,44.77,0.27,119.7
866,2025-10-13,9027,Sports,Washing Machine,777.09,3,9.88,0.26,178.7
867,2025-10-14,5235,Beauty,Smartphone,324.9,2,24.28,0.17,147.93
868,2025-10-15,6969,Sports,Lipstick,1393.75,1,25.91,0.04,19.7
869,2025-10-16,9429,Fashion,Washing Machine,220.39,3,48.99,0.36,122.2
870,2025-10-17,6908,Sports,Smartphone,1332.97,3,35.51,0.2,149.8
871,2025-10-18,5375,Beauty,Sofa,579.5,1,23.33,0.16,283.75
872,2025-10-19,8530,Beauty,Shoes,405.84,1,6.17,0.24,90.96
873,2025-10-20,7635,Sports,Washing Machine,1873.34,3,30.44,0.08,293.43
874,2025-10-21,6570,Sports,Lipstick,46.86,1,9.32,0.05,148.96
875,2025-10-22,7560,Sports,Smartphone,881.18,1,42.55,0.16,50.01
876,2025-10-23,8391,Home Decor,Smartphone,53.04,4,38.86,0.09,33.25
877,2025-10-24,7965,Beauty,Washing Machine,972.35,2,25.72,0.1,16.76
878,2025-10-25,8643,Beauty,Smartphone,1007.08,3,24.31,0.36,119.47
879,2025-10-26,8850,Home Decor,Shoes,650.11,1,45.38,0.21,-22.76
880,2025-10-27,5872,Sports,Smartphone,273.0,3,17.98,0.19,116.86
881,2025-10-28,6252,Fashion,Watch,759.01,2,16.21,0.28,296.17
882,2025-10-29,6314,Sports,Treadmill,1347.8,3,47.26,0.38,191.14
883,2025-10-30,9820,Sports,Watch,1566.97,3,41.42,0.04,220.73
884,2025-10-31,7898,Home Decor,Treadmill,1066.19,3,41.93,0.33,9.27
885,2025-11-01,5077,Beauty,Smartphone,1183.77,4,13.78,0.23,126.12
886,2025-11-02,7621,Sports,Washing Machine,409.23,2,11.45,0.06,64.45
887,2025-11-03,9227,Beauty,Treadmill,581.79,2,6.17,0.12,265.05
888,2025-11-04,5600,Electronics,Lipstick,332.17,3,15.67,0.19,29.83
889,2025-11-05,6065,Beauty,Treadmill,506.1,3,39.84,0.28,121.38
890,2025-11-06,7136,Fashion,Watch,457.52,2,15.8,0.1,164.06
891,2025-11-07,7449,Fashion,Smartphone,1043.7,1,37.81,0.21,139.63
892,2025-11-08,7343,Sports,Washing Machine,1129.75,4,16.34,0.27,243.98
893,2025-11-09,6863,Beauty,Sofa,,2,22.79,0.18,46.38
894,2025-11-10,6318,Sports,Washing Machine,399.19,3,49.24,0.35,94.54
895,2025-11-11,9711,Home Decor,Washing Machine,1286.93,1,16.02,0.35,231.39
896,2025-11-12,8597,Fashion,Washing Machine,1636.35,1,21.94,0.19,144.26
897,2025-11-13,8762,Sports,Lipstick,1124.88,1,18.55,0.39,102.7
898,2025-11-14,9670,Home Decor,Shoes,517.46,4,9.93,0.03,-20.28
899,2025-11-15,7190,Sports,Watch,532.47,4,27.05,0.0,218.62
900,2025-11-16,5992,Beauty,Smartphone,88.11,2,22.04,0.15,290.82
901,2025-11-17,7712,Beauty,Shoes,617.83,2,36.27,0.24,174.69
902,2025-11-18,7192,Beauty,Sofa,1491.76,2,41.79,0.25,252.66
903,2025-11-19,6248,Beauty,Shoes,104.56,2,29.49,0.19,140.57
904,2025-11-20,8054,Electronics,Smartphone,446.4,3,6.45,0.05,46.45
905,2025-11-21,9598,Home Decor,Watch,1415.4,4,32.85,0.07,-25.23
906,2025-11-22,9033,Home Decor,Watch,1567.48,1,7.49,0.34,185.62
907,2025-11-23,6997,Beauty,Smartphone,916.08,3,32.74,0.35,132.73
908,2025-11-24,9916,Electronics,Sofa,1399.17,2,35.83,0.27,228.09
909,2025-11-25,8687,Beauty,Smartphone,782.02,2,13.9,0.27,199.25
910,2025-11-26,7151,Electronics,Sofa,328.23,3,41.87,0.24,296.02
911,2025-11-27,9018,Beauty,Sofa,802.32,1,46.0,0.08,138.4
912,2025-11-28,8110,Fashion,Smartphone,1164.14,4,41.59,0.17,110.97
913,2025-11-29,6970,Fashion,Treadmill,1896.63,4,18.73,0.28,64.62
914,2025-11-30,5197,Sports,Watch,146.81,1,31.4,0.21,127.36
915,2025-12-01,7626,Beauty,Sofa,1019.71,4,46.17,0.01,
916,2025-12-02,6202,Home Decor,Smartphone,664.55,2,19.43,0.38,-15.99
917,2025-12-03,7035,Sports,Treadmill,1021.54,2,41.9,0.34,292.71
918,2025-12-04,5477,Fashion,Watch,57.71,2,5.43,0.1,297.79
919,2025-12-05,6254,Beauty,Sofa,632.92,2,5.16,0.25,167.28
920,2025-12-06,5922,Sports,Watch,1641.54,1,39.19,0.37,79.41
921,2025-12-07,5419,Beauty,Treadmill,1112.34,4,39.27,0.04,43.61
922,2025-12-08,7204,Fashion,Watch,906.66,4,40.5,0.2,61.24
923,2025-12-09,7597,Sports,Lipstick,578.19,3,46.85,0.18,-13.47
924,2025-12-10,6120,Fashion,Washing Machine,603.1,1,10.31,0.16,126.79
925,2025-12-11,8068,Electronics,Lipstick,772.37,4,15.44,0.33,-11.08
926,2025-12-12,5950,Fashion,Treadmill,1672.79,4,45.67,0.15,207.1
927,2025-12-13,7336,Beauty,Sofa,1934.75,3,12.98,0.03,92.74
928,2025-12-14,7243,Home Decor,Smartphone,,2,35.7,0.03,35.79
929,2025-12-15,7645,Fashion,Shoes,792.77,4,28.87,0.02,149.8
930,2025-12-16,6857,Home Decor,Smartphone,1694.64,2,8.74,0.16,291.34
931,2025-12-17,9612,Electronics,Watch,859.54,3,17.84,0.29,199.39
932,2025-12-18,6865,Sports,Shoes,1108.52,4,28.42,0.08,132.28
933,2025-12-19,7912,Sports,Shoes,469.57,2,43.36,0.26,226.38
934,2025-12-20,7853,Home Decor,Watch,1489.57,1,36.84,0.27,213.37
935,2025-12-21,9910,Sports,Watch,1068.66,2,32.98,0.1,264.27
936,2025-12-22,8228,Fashion,Sofa,1619.98,2,27.32,0.24,37.54
937,2025-12-23,8719,Home Decor,Treadmill,1563.66,2,18.44,0.27,253.43
938,2025-12-24,8228,Beauty,Smartphone,437.86,2,10.37,0.19,69.34
939,2025-12-25,7371,Fashion,Treadmill,1434.11,1,23.41,0.13,280.53
940,2025-12-26,7891,Fashion,Lipstick,1602.11,3,6.28,0.25,62.75
941,2025-12-27,8756,Fashion,Sofa,698.75,2,14.5,0.39,275.86
942,2025-12-28,9225,Beauty,Sofa,353.49,2,24.46,0.17,288.05
943,2025-12-29,5094,Electronics,Lipstick,15.24,4,23.84,0.16,18.01
944,2025-12-30,7674,Sports,Smartphone,907.3,4,6.99,0.19,291.58
945,2025-12-31,6955,Home Decor,Washing Machine,711.34,1,31.51,0.03,-1.71
946,2026-01-01,5793,Electronics,Lipstick,1114.27,1,29.74,0.22,42.13
947,2026-01-02,6834,Home Decor,Smartphone,384.2,1,8.51,0.13,116.58
948,2026-01-03,7116,Sports,Shoes,1720.73,4,47.44,0.05,297.89
949,2026-01-04,9106,Beauty,Watch,522.93,2,9.47,0.19,131.23
950,2026-01-05,8325,Fashion,Sofa,460.59,4,43.47,0.0,151.64
951,2026-01-06,7919,Fashion,Smartphone,966.62,3,5.01,0.16,199.16
952,2026-01-07,7597,Beauty,Treadmill,1002.71,1,44.7,0.04,289.54
953,2026-01-08,8205,Electronics,Watch,438.02,1,5.89,0.01,228.51
954,2026-01-09,9807,Electronics,Treadmill,551.0,1,39.1,0.33,43.97
955,2026-01-10,5814,Home Decor,Watch,347.71,3,21.28,0.37,69.99
956,2026-01-11,5345,Beauty,Sofa,1439.74,2,38.22,0.08,2.22
957,2026-01-12,7349,Electronics,Lipstick,,2,23.08,0.22,182.67
958,2026-01-13,5362,Beauty,Washing Machine,930.03,2,8.19,0.11,29.64
959,2026-01-14,7443,Sports,Lipstick,1431.03,1,39.54,0.2,54.94
960,2026-01-15,7265,Fashion,Smartphone,1474.51,2,8.21,0.17,
961,2026-01-16,7188,Fashion,Lipstick,285.17,4,46.5,0.11,77.83
962,2026-01-17,8005,Fashion,Sofa,1932.69,1,7.29,0.28,156.99
963,2026-01-18,8281,Beauty,Smartphone,1643.85,3,26.57,0.05,101.2
964,2026-01-19,5984,Beauty,Shoes,416.92,3,37.54,0.02,-5.57
965,2026-01-20,6639,Home Decor,Lipstick,,2,22.7,0.31,89.75
966,2026-01-21,5827,Fashion,Lipstick,260.07,1,14.78,0.27,
967,2026-01-22,7730,Home Decor,Washing Machine,285.37,4,39.16,0.2,265.58
968,2026-01-23,8531,Fashion,Smartphone,1498.84,4,40.29,0.19,77.07
969,2026-01-24,9451,Home Decor,Treadmill,944.61,1,46.52,0.2,95.15
970,2026-01-25,7935,Home Decor,Lipstick,1568.04,2,21.93,0.17,228.36
971,2026-01-26,8876,Sports,Sofa,1495.05,3,27.78,0.16,220.46
972,2026-01-27,5126,Home Decor,Lipstick,1213.18,3,21.34,0.2,233.43
973,2026-01-28,8177,Beauty,Washing Machine,1375.87,4,16.57,0.21,284.74
974,2026-01-29,8056,Home Decor,Shoes,46.53,4,38.8,0.28,
975,2026-01-30,5603,Fashion,Washing Machine,630.44,4,20.28,0.28,104.51
976,2026-01-31,8449,Home Decor,Lipstick,1279.27,3,24.27,0.15,241.1
977,2026-02-01,9146,Electronics,Treadmill,28.6,4,23.17,0.17,137.86
978,2026-02-02,8533,Fashion,Watch,75.62,3,37.07,0.15,61.65
979,2026-02-03,8367,Electronics,Lipstick,1705.26,3,46.3,0.21,
980,2026-02-04,8368,Fashion,Smartphone,1371.21,2,35.0,0.18,43.87
981,2026-02-05,8797,Beauty,Lipstick,538.09,2,26.22,0.36,17.85
982,2026-02-06,6792,Beauty,Treadmill,,2,40.06,0.28,30.88
983,2026-02-07,7861,Beauty,Smartphone,1586.99,4,33.84,0.36,-9.15
984,2026-02-08,8476,Electronics,Sofa,620.52,3,7.73,0.28,263.19
985,2026-02-09,8417,Sports,Smartphone,81.71,4,9.3,0.39,277.23
986,2026-02-10,6645,Fashion,Washing Machine,1866.23,3,6.71,0.25,163.63
987,2026-02-11,6205,Beauty,Shoes,696.91,2,25.56,0.39,247.36
988,2026-02-12,8030,Fashion,Washing Machine,221.9,2,42.16,0.06,30.58
989,2026-02-13,7872,Electronics,Watch,988.8,4,19.09,0.02,267.55
990,2026-02-14,8072,Sports,Smartphone,1539.25,3,22.29,0.23,137.1
991,2026-02-15,6854,Electronics,Sofa,451.08,4,45.93,0.39,-7.84
992,2026-02-16,9021,Fashion,Lipstick,546.29,1,42.66,0.17,16.63
993,2026-02-17,9662,Sports,Smartphone,493.0,4,34.93,0.08,71.96
994,2026-02-18,7708,Sports,Washing Machine,1983.43,2,17.01,0.21,-15.63
995,2026-02-19,8502,Electronics,Smartphone,402.83,3,10.27,0.26,
996,2026-02-20,6332,Beauty,Smartphone,1155.29,3,5.72,0.13,-10.22
997,2026-02-21,5201,Fashion,Smartphone,1851.28,4,9.82,0.29,47.89
998,2026-02-22,8507,Home Decor,Sofa,302.32,2,18.17,0.39,57.67
999,2026-02-23,9212,Home Decor,Treadmill,1942.0,1,29.83,0.36,
1000,2026-02-24,5574,Electronics,Treadmill,1895.48,4,7.88,0.12,47.73
1001,2026-02-25,5536,Fashion,Smartphone,1770.3,3,11.13,0.13,48.93
1002,2026-02-26,6625,Fashion,Sofa,436.97,2,13.15,0.15,196.64
1003,2026-02-27,7122,Electronics,Sofa,1271.77,3,33.44,0.16,253.59
1004,2026-02-28,5385,Fashion,Watch,1524.17,3,32.71,0.04,97.73
1005,2026-03-01,8281,Beauty,Smartphone,1972.2,3,29.78,0.3,258.95
1006,2026-03-02,5474,Electronics,Washing Machine,,3,16.27,0.15,82.25
1007,2026-03-03,5417,Beauty,Washing Machine,1534.39,1,21.7,0.35,35.02
1008,2026-03-04,8600,Fashion,Shoes,684.21,2,9.35,0.37,78.78
1009,2026-03-05,5954,Electronics,Smartphone,359.5,4,15.19,0.01,171.09
1010,2026-03-06,9971,Fashion,Shoes,848.54,2,45.4,0.4,91.16
1011,2026-03-07,9858,Electronics,Washing Machine,1589.73,2,49.09,0.28,192.05
1012,2026-03-08,6205,Fashion,Washing Machine,935.05,2,34.14,0.21,48.19
1013,2026-03-09,9759,Beauty,Smartphone,1079.67,4,46.26,0.16,201.33
1014,2026-03-10,9120,Beauty,Shoes,1990.37,2,33.92,0.21,84.65
1015,2026-03-11,6990,Fashion,Shoes,804.23,4,6.49,0.13,120.44
1016,2026-03-12,9805,Electronics,Smartphone,1234.65,4,49.85,0.25,154.06
1017,2026-03-13,8572,Home Decor,Watch,736.84,1,9.45,0.04,196.45
1018,2026-03-14,9380,Beauty,Shoes,791.64,3,35.72,0.25,48.78
1019,2026-03-15,9158,Beauty,Watch,1394.33,4,16.38,0.11,245.86
1020,2026-03-16,9757,Home Decor,Lipstick,1876.4,3,22.64,0.01,208.21
1021,2026-03-17,7713,Fashion,Washing Machine,1089.29,2,34.07,0.22,47.25
1022,2026-03-18,7203,Electronics,Treadmill,1539.12,3,24.64,0.23,291.74
1023,2026-03-19,8120,Fashion,Watch,187.52,3,16.27,0.17,189.38
1024,2026-03-20,5966,Sports,Watch,430.2,3,20.05,0.03,119.3
1025,2026-03-21,9944,Beauty,Watch,,2,20.37,0.36,21.98
1026,2026-03-22,8432,Sports,Sofa,49.82,2,48.17,0.24,145.96
1027,2026-03-23,5688,Beauty,Shoes,513.18,4,40.94,0.05,24.38
1028,2026-03-24,9243,Beauty,Shoes,1039.63,4,25.63,0.2,111.73
1029,2026-03-25,8701,Sports,Sofa,39.77,1,13.99,0.2,104.88
1030,2026-03-26,5341,Sports,Shoes,536.45,2,41.5,0.02,207.58
1031,2026-03-27,6724,Fashion,Sofa,1032.92,1,12.07,0.24,33.49
1032,2026-03-28,9422,Sports,Watch,1150.57,2,14.47,0.32,241.22
1033,2026-03-29,6792,Fashion,Smartphone,1852.25,3,21.47,0.3,77.62
1034,2026-03-30,6759,Fashion,Lipstick,1294.24,1,44.62,0.08,116.52
1035,2026-03-31,8212,Fashion,Watch,835.32,1,10.93,0.34,224.87
1036,2026-04-01,5989,Beauty,Lipstick,1861.4,1,10.5,0.14,176.38
1037,2026-04-02,7262,Beauty,Washing Machine,1571.92,2,27.23,0.38,71.65
1038,2026-04-03,7482,Sports,Watch,408.02,4,17.44,0.03,97.45
1039,2026-04-04,5951,Beauty,Treadmill,270.38,1,30.59,0.19,70.91
1040,2026-04-05,5722,Sports,Shoes,1354.87,4,25.32,0.24,166.27
1041,2026-04-06,8389,Beauty,Treadmill,1124.17,2,24.57,0.1,79.77
1042,2026-04-07,7079,Electronics,Smartphone,1581.45,1,10.04,0.31,209.48
1043,2026-04-08,7717,Electronics,Lipstick,1480.22,2,11.35,0.25,161.33
1044,2026-04-09,7332,Sports,Watch,1254.17,4,41.95,0.01,18.08
1045,2026-04-10,8376,Beauty,Smartphone,1972.9,4,44.86,0.24,72.39
1046,2026-04-11,9524,Beauty,Smartphone,1071.84,1,15.56,0.2,43.08
1047,2026-04-12,6500,Fashion,Shoes,235.08,4,10.11,0.08,98.8
1048,2026-04-13,5285,Home Decor,Smartphone,1658.26,3,7.4,0.4,140.27
1049,2026-04-14,8495,Sports,Watch,511.19,3,32.37,0.36,137.23
1050,2026-04-15,7065,Home Decor,Watch,1556.83,1,37.19,0.12,218.99
1051,2026-04-16,5768,Home Decor,Lipstick,1914.64,2,21.78,0.22,32.43
1052,2026-04-17,8057,Sports,Watch,1396.62,2,35.59,0.13,282.34
1053,2026-04-18,9289,Beauty,Treadmill,1196.1,2,37.08,0.31,83.14
1054,2026-04-19,7161,Sports,Lipstick,926.17,3,47.09,0.37,69.08
